player,nation,position,age,matches_played,starts,minutes,90s_played,goals,assists,goals_+_assists,non-penalty_goals,penalty_goals_made,penalty_attempts,yellow_cards,red_cards,xg,npxg,xag,npxg_+_xag,progressive_carries,progressive_passes,progressive_receives,goals_per_90,assists_per_90,goals_+_assists_per_90,non-penalty_goals_per_90,non-penalty_goals_+_assists_per_90,xg_per_90,xag_per_90,xg_+_xag_per_90,npxg_per_90,npxg_+_xag_per_90
Enzo Caumont,FRA,MT,20,2,0,34,0.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prosper Peter,NGA,"MT,AT",16,2,0,27,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lois Diony,FRA,AT,31,1,0,21,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lanroy Machine,FRA,AT,18,2,0,8,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.62,0.0,0.62,0.62,0.62
Gautier Lloris,FRA,DF,29,31,31,2768,30.8,2,1,3,2,0,0,5,0,1.2,1.2,0.9,2.0,13,99,7,0.07,0.03,0.1,0.07,0.1,0.04,0.03,0.07,0.04,0.07
Abdoulaye Touré,GUI,MT,30,28,26,2324,25.8,10,1,11,2,8,9,5,0,9.4,2.2,0.4,2.6,17,109,28,0.39,0.04,0.43,0.08,0.12,0.37,0.02,0.38,0.08,0.1
Etienne Youte Kinkoue,FRA,DF,22,28,26,2320,25.8,0,0,0,0,0,0,4,1,1.3,1.3,0.2,1.5,12,63,4,0.0,0.0,0.0,0.0,0.0,0.05,0.01,0.06,0.05,0.06
Yassine Kechta,MAR,"MT,AT",22,31,25,2096,23.3,2,0,2,2,0,0,4,0,2.5,2.5,1.2,3.7,44,97,85,0.09,0.0,0.09,0.09,0.09,0.11,0.05,0.16,0.11,0.16
Arthur Desmas,FRA,GB,30,18,18,1620,18.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mathieu Gorgelin,FRA,GB,33,16,16,1440,16.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arouna Sangante,SEN,DF,22,16,16,1244,13.8,3,0,3,3,0,0,4,1,1.0,1.0,0.1,1.1,11,48,3,0.22,0.0,0.22,0.22,0.22,0.07,0.01,0.08,0.07,0.08
André Ayew,GHA,AT,34,27,15,1453,16.1,4,1,5,4,0,0,2,0,4.3,4.3,0.2,4.6,5,18,43,0.25,0.06,0.31,0.25,0.31,0.27,0.02,0.28,0.27,0.28
Timothee Pembele,FRA,DF,21,20,12,1113,12.4,1,0,1,1,0,0,3,0,1.3,1.3,0.1,1.4,27,43,44,0.08,0.0,0.08,0.08,0.08,0.1,0.01,0.11,0.1,0.11
Oussama Targhalline,MAR,MT,22,14,12,990,11.0,0,0,0,0,0,0,0,0,0.1,0.1,0.7,0.9,25,66,34,0.0,0.0,0.0,0.0,0.0,0.01,0.06,0.08,0.01,0.08
Rassoul Ndiaye,SEN,MT,22,27,11,1061,11.8,1,0,1,1,0,0,2,0,1.7,1.7,0.6,2.4,6,46,30,0.08,0.0,0.08,0.08,0.08,0.15,0.05,0.2,0.15,0.2
Junior Mwanga,FRA,MT,21,11,11,952,10.6,1,2,3,1,0,0,1,1,1.3,1.3,1.0,2.3,15,42,15,0.09,0.19,0.28,0.09,0.28,0.12,0.1,0.22,0.12,0.22
Koka,EGY,AT,31,16,10,851,9.5,3,1,4,2,1,1,2,0,4.9,4.2,0.6,4.8,0,12,20,0.32,0.11,0.42,0.21,0.32,0.52,0.07,0.59,0.44,0.51
Antoine Joujou,FRA,"MT,AT",21,26,9,943,10.5,0,2,2,0,0,0,1,0,0.6,0.6,3.0,3.7,44,18,85,0.0,0.19,0.19,0.0,0.19,0.06,0.29,0.35,0.06,0.35
Yoann Salmier,GUF,DF,31,13,9,797,8.9,0,0,0,0,0,0,3,0,0.8,0.8,0.2,1.1,7,24,1,0.0,0.0,0.0,0.0,0.0,0.1,0.02,0.12,0.1,0.12
Mahamadou Diawara,FRA,MT,19,15,6,582,6.5,0,1,1,0,0,0,0,0,0.4,0.4,0.4,0.8,9,16,6,0.0,0.15,0.15,0.0,0.15,0.06,0.06,0.12,0.06,0.12
Daler Kuzyaev,RUS,MT,31,12,6,567,6.3,1,0,1,1,0,0,1,0,0.2,0.2,0.6,0.8,4,32,9,0.16,0.0,0.16,0.16,0.16,0.03,0.09,0.12,0.03,0.12
Steve Ngoura,FRA,AT,19,8,2,289,3.2,0,0,0,0,0,0,0,0,1.3,1.3,0.4,1.7,3,8,19,0.0,0.0,0.0,0.0,0.0,0.4,0.14,0.54,0.4,0.54
Samuel Grandsir,FRA,"MT,AT",27,6,0,84,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.6,0.6,5,6,5,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.67,0.0,0.67
Elysée Logbo,FRA,AT,20,1,0,27,0.3,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0,0,2,0.0,0.0,0.0,0.0,0.0,0.61,0.0,0.61,0.61,0.61
Mathéo Bodmer,FRA,MT,20,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kandet Diawara,GUI,AT,24,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alois Confais,FRA,MT,27,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yehvann Diouf,SEN,GB,24,34,34,3060,34.0,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Valentin Atangana Edoa,FRA,MT,18,34,33,2854,31.7,1,0,1,1,0,0,7,0,2.5,2.5,1.1,3.6,41,93,38,0.03,0.0,0.03,0.03,0.03,0.08,0.03,0.11,0.08,0.11
Sergio Akieme,ESP,DF,26,30,29,2523,28.0,2,3,5,2,0,0,5,0,1.5,1.5,2.5,4.0,55,86,97,0.07,0.11,0.18,0.07,0.18,0.05,0.09,0.14,0.05,0.14
Cédric Kipré,CIV,DF,27,28,26,2190,24.3,0,1,1,0,0,0,4,2,0.6,0.6,1.3,2.0,16,77,3,0.0,0.04,0.04,0.0,0.04,0.03,0.06,0.08,0.03,0.08
Aurélio Buta,POR,DF,27,27,24,1970,21.9,0,1,1,0,0,0,5,0,0.3,0.3,0.8,1.1,28,83,64,0.0,0.05,0.05,0.0,0.05,0.01,0.04,0.05,0.01,0.05
Joseph Okumu,KEN,DF,27,22,20,1695,18.8,1,0,1,1,0,0,5,1,1.0,1.0,0.1,1.2,18,116,1,0.05,0.0,0.05,0.05,0.05,0.05,0.01,0.06,0.05,0.06
Oumar Diakité,CIV,AT,20,26,20,1628,18.1,4,1,5,4,0,1,6,0,5.5,4.7,1.1,5.8,24,44,93,0.22,0.06,0.28,0.22,0.28,0.3,0.06,0.36,0.26,0.32
Marshall Munetsi,ZIM,MT,28,19,19,1692,18.8,4,2,6,4,0,0,5,0,4.0,4.0,2.0,5.9,8,26,48,0.21,0.11,0.32,0.21,0.32,0.21,0.11,0.32,0.21,0.32
Amadou Koné,MLI,MT,19,24,17,1293,14.4,0,0,0,0,0,0,3,1,0.5,0.5,0.3,0.9,19,68,12,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.06,0.04,0.06
Emmanuel Agbadou,CIV,DF,27,14,14,1260,14.0,0,0,0,0,0,0,3,0,0.5,0.5,0.3,0.8,10,77,0,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.06,0.04,0.06
Hiroki Sekine,JPN,DF,21,15,9,887,9.9,0,0,0,0,0,0,1,0,0.1,0.1,0.2,0.4,22,39,40,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.04,0.01,0.04
Teddy Teuma,MLT,MT,30,17,9,750,8.3,1,0,1,0,1,1,1,0,1.4,0.6,1.1,1.7,9,47,34,0.12,0.0,0.12,0.0,0.0,0.17,0.13,0.3,0.07,0.21
Yaya Kader Fofana,MLI,"MT,AT",20,12,8,634,7.0,1,1,2,1,0,0,4,0,0.6,0.6,1.7,2.3,19,22,29,0.14,0.14,0.28,0.14,0.28,0.09,0.24,0.32,0.09,0.32
Jordan Pefok,USA,AT,28,7,6,380,4.2,1,0,1,1,0,0,0,0,0.9,0.9,0.7,1.6,3,4,7,0.24,0.0,0.24,0.24,0.24,0.21,0.17,0.38,0.21,0.38
John Joe,IRL,MT,20,13,5,545,6.1,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,6,14,9,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03
Hafiz Ibrahim,NGA,AT,18,11,2,391,4.3,0,1,1,0,0,0,2,1,0.5,0.5,0.6,1.1,6,2,16,0.0,0.23,0.23,0.0,0.23,0.12,0.14,0.25,0.12,0.25
Amine Salama,FRA,AT,24,17,2,373,4.1,0,0,0,0,0,0,0,0,0.7,0.7,0.3,1.0,12,9,28,0.0,0.0,0.0,0.0,0.0,0.17,0.08,0.25,0.17,0.25
Thibault De Smet,BEL,DF,26,5,2,192,2.1,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,9,2,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.07,0.07
Ange Martial Tia,MLI,"MT,DF",17,6,2,171,1.9,0,0,0,0,0,0,0,0,1.3,1.3,0.0,1.3,2,8,9,0.0,0.0,0.0,0.0,0.0,0.68,0.01,0.7,0.68,0.7
Malcolm Jeng,SWE,DF,19,3,2,107,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Abdoul Koné,FRA,DF,19,4,1,133,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gabriel Moscardo,BRA,"MT,DF",18,6,0,84,0.9,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,1,3,3,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.22,0.22,0.22
Reda Khadra,GER,"MT,AT",23,4,0,78,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4,4,7,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03
Martin Adeline,FRA,MT,20,1,0,26,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mohamed Daramy,DEN,AT,22,2,0,16,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,3,0,2,0.0,0.0,0.0,0.0,0.0,0.2,0.32,0.51,0.2,0.51
Mohamed Bamba,CIV,MT,19,2,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ike Orazi,IRL,MT,17,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gautier Larsonneur,FRA,GB,27,34,34,3060,34.0,0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Léo Pétrot,FRA,DF,27,31,29,2634,29.3,0,3,3,0,0,0,4,0,0.6,0.6,1.6,2.2,28,93,100,0.0,0.1,0.1,0.0,0.1,0.02,0.06,0.08,0.02,0.08
Pierre Ekwah Elimby,FRA,MT,22,29,29,2575,28.6,1,0,1,1,0,0,3,0,0.7,0.7,1.0,1.7,20,146,21,0.03,0.0,0.03,0.03,0.03,0.03,0.04,0.06,0.03,0.06
Mickael Nade,FRA,DF,25,26,25,2306,25.6,1,2,3,1,0,0,1,0,0.7,0.7,0.6,1.3,17,72,2,0.04,0.08,0.12,0.04,0.12,0.03,0.02,0.05,0.03,0.05
Lucas Stassin,BEL,AT,19,28,23,1887,21.0,12,4,16,12,0,0,4,0,7.0,7.0,3.4,10.4,26,35,149,0.57,0.19,0.76,0.57,0.76,0.35,0.17,0.53,0.35,0.52
Dennis Appiah,FRA,DF,32,29,22,2128,23.6,0,1,1,0,0,0,2,0,0.2,0.2,2.1,2.3,51,108,110,0.0,0.04,0.04,0.0,0.04,0.01,0.09,0.1,0.01,0.1
Dylan Batubinsika,COD,DF,28,25,22,2016,22.4,1,0,1,1,0,0,3,1,0.8,0.8,0.2,1.0,11,51,1,0.04,0.0,0.04,0.04,0.04,0.04,0.01,0.04,0.04,0.04
Benjamin Bouchouari,MAR,MT,22,25,20,1772,19.7,1,0,1,1,0,0,6,0,0.6,0.6,0.9,1.5,48,133,54,0.05,0.0,0.05,0.05,0.05,0.03,0.05,0.08,0.03,0.08
Florian Tardieu,FRA,MT,32,24,13,1252,13.9,2,4,6,2,0,0,0,0,0.6,0.6,1.3,1.9,11,139,44,0.14,0.29,0.43,0.14,0.43,0.05,0.1,0.15,0.05,0.15
Irvin Cardona,FRA,AT,26,15,13,1063,11.8,5,3,8,5,0,1,2,0,4.5,3.7,1.4,5.0,30,32,135,0.42,0.25,0.68,0.42,0.68,0.41,0.13,0.54,0.34,0.47
Aimen Moueffek,FRA,MT,23,22,13,1039,11.5,0,1,1,0,0,0,2,0,1.1,1.1,1.1,2.2,20,43,31,0.0,0.09,0.09,0.0,0.09,0.09,0.1,0.19,0.09,0.19
Louis Mouton,FRA,MT,22,24,12,1045,11.6,0,1,1,0,0,0,2,0,1.3,1.3,1.3,2.6,18,54,51,0.0,0.09,0.09,0.0,0.09,0.11,0.11,0.22,0.11,0.22
Yunis Abdelhamid,MAR,DF,36,16,11,1033,11.5,0,0,0,0,0,0,2,0,0.2,0.2,0.1,0.4,4,22,3,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03
Yvann Macon,FRA,DF,25,12,10,790,8.8,0,0,0,0,0,0,4,0,0.3,0.3,0.2,0.5,25,46,40,0.0,0.0,0.0,0.0,0.0,0.04,0.03,0.07,0.04,0.07
Mathis Amougou,FRA,MT,18,17,9,859,9.5,0,0,0,0,0,0,2,0,0.5,0.5,0.4,0.8,8,36,17,0.0,0.0,0.0,0.0,0.0,0.05,0.04,0.09,0.05,0.09
Maxime Bernauer,FRA,DF,26,11,9,763,8.5,0,0,0,0,0,0,4,1,0.1,0.1,0.0,0.1,7,41,0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01
Mathieu Cafaro,FRA,"MT,AT",27,15,9,732,8.1,1,0,1,1,0,0,3,1,1.5,1.5,1.3,2.8,19,16,51,0.12,0.0,0.12,0.12,0.12,0.18,0.16,0.34,0.18,0.34
Ibrahim Sissoko,MLI,AT,28,20,8,819,9.1,3,1,4,2,1,1,1,0,4.3,3.5,0.6,4.1,14,12,36,0.33,0.11,0.44,0.22,0.33,0.48,0.06,0.54,0.39,0.45
Pierre Cornud,FRA,DF,27,11,7,576,6.4,0,0,0,0,0,0,2,0,0.0,0.0,0.3,0.3,11,19,17,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.05
Lamine Fomba,FRA,MT,26,7,3,217,2.4,0,0,0,0,0,0,2,0,0.0,0.0,0.3,0.3,5,18,5,0.0,0.0,0.0,0.0,0.0,0.01,0.12,0.13,0.01,0.13
Djylian N'Guessan,FRA,AT,15,8,3,181,2.0,0,0,0,0,0,0,0,0,0.4,0.4,0.1,0.5,1,9,16,0.0,0.0,0.0,0.0,0.0,0.2,0.07,0.27,0.2,0.27
Marwann Nzuzi,FRA,DF,20,2,2,125,1.4,0,0,0,0,0,0,2,0,0.0,0.0,0.1,0.1,2,2,5,0.0,0.0,0.0,0.0,0.0,0.02,0.05,0.08,0.02,0.08
Beres Owusu,FRA,DF,20,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03
Kévin Pedro,FRA,DF,18,1,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jibril Othman,TUN,AT,20,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anthony Briançon,FRA,DF,29,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Benjamin Lecomte,FRA,GB,33,30,30,2700,30.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Téji Savanier,FRA,MT,32,31,27,2363,26.3,2,5,7,0,2,2,4,1,3.8,2.3,6.9,9.1,26,183,108,0.08,0.19,0.27,0.0,0.19,0.15,0.27,0.42,0.09,0.36
Modibo Sagnan,MLI,DF,25,27,24,2141,23.8,2,0,2,2,0,0,10,0,0.7,0.7,0.6,1.3,13,51,3,0.08,0.0,0.08,0.08,0.08,0.03,0.03,0.06,0.03,0.06
Joris Chotard,FRA,MT,22,26,23,1892,21.0,1,0,1,1,0,0,5,0,1.3,1.3,0.5,1.7,20,80,35,0.05,0.0,0.05,0.05,0.05,0.06,0.02,0.09,0.06,0.09
Enzo Tchato,CMR,DF,21,27,21,1899,21.1,0,0,0,0,0,0,3,0,0.1,0.1,1.5,1.7,44,62,95,0.0,0.0,0.0,0.0,0.0,0.01,0.07,0.08,0.01,0.08
Becir Omeragic,SUI,DF,22,22,21,1799,20.0,0,0,0,0,0,0,1,0,0.3,0.3,0.1,0.4,21,51,3,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02
Jordan Ferri,FRA,MT,32,25,21,1773,19.7,0,2,2,0,0,0,6,1,0.4,0.4,0.9,1.3,19,137,42,0.0,0.1,0.1,0.0,0.1,0.02,0.05,0.07,0.02,0.07
Rabby Nzingoula,CGO,MT,18,27,20,1689,18.8,1,0,1,1,0,0,11,0,1.0,1.0,1.6,2.6,25,40,38,0.05,0.0,0.05,0.05,0.05,0.06,0.09,0.14,0.06,0.14
Issiaga Sylla,GUI,DF,30,19,15,1156,12.8,1,0,1,1,0,0,2,0,1.8,1.8,0.6,2.4,33,53,46,0.08,0.0,0.08,0.08,0.08,0.15,0.05,0.19,0.15,0.19
Falaye Sacko,MLI,DF,29,16,14,1233,13.7,0,1,1,0,0,0,1,0,0.0,0.0,0.2,0.2,21,59,34,0.0,0.07,0.07,0.0,0.07,0.0,0.01,0.01,0.0,0.01
Arnaud Nordin,FRA,AT,26,16,14,1166,13.0,4,1,5,3,1,2,2,0,4.1,2.5,0.9,3.4,51,23,111,0.31,0.08,0.39,0.23,0.31,0.32,0.07,0.39,0.19,0.26
Akor Adams,NGA,AT,24,15,13,1075,11.9,3,1,4,3,0,0,2,0,4.3,4.3,1.0,5.3,11,6,45,0.25,0.08,0.33,0.25,0.33,0.36,0.08,0.44,0.36,0.44
Théo Sainte-Luce,FRA,DF,25,16,11,1018,11.3,1,0,1,1,0,0,3,0,1.0,1.0,0.8,1.8,19,22,33,0.09,0.0,0.09,0.09,0.09,0.1,0.07,0.17,0.1,0.17
Khalil Fayad,FRA,"MT,AT",20,20,10,1028,11.4,0,0,0,0,0,0,5,0,1.3,1.3,0.3,1.5,25,50,42,0.0,0.0,0.0,0.0,0.0,0.11,0.02,0.13,0.11,0.13
Yael Mouanga,FRA,DF,19,14,10,946,10.5,0,0,0,0,0,0,3,0,0.1,0.1,0.2,0.3,4,22,2,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.03,0.01,0.03
Boubakar Kouyaté,MLI,DF,27,11,8,756,8.4,0,0,0,0,0,0,6,1,0.5,0.5,0.0,0.5,3,12,0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.06,0.06
Lucas Mincarelli,FRA,DF,20,10,8,715,7.9,1,0,1,1,0,0,0,0,0.6,0.6,0.3,0.9,15,25,16,0.13,0.0,0.13,0.13,0.13,0.08,0.03,0.11,0.08,0.11
Andy Delort,ALG,AT,32,9,8,607,6.7,0,0,0,0,0,0,1,0,1.3,1.3,0.9,2.2,4,6,20,0.0,0.0,0.0,0.0,0.0,0.23,0.15,0.38,0.23,0.38
Nikola Maksimović,SRB,DF,32,7,7,581,6.5,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.1,1,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01
Bamo Meïté,CIV,DF,22,7,6,424,4.7,0,0,0,0,0,0,2,1,0.0,0.0,0.0,0.0,1,7,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Junior Ndiaye,FRA,AT,19,15,4,441,4.9,0,0,0,0,0,0,0,0,0.5,0.5,0.4,0.9,5,7,26,0.0,0.0,0.0,0.0,0.0,0.1,0.09,0.19,0.1,0.19
Dimitry Bertaud,COD,GB,26,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wilfried Ndollo,CMR,DF,19,8,3,401,4.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5,7,18,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01
Birama Touré,MLI,"MT,DF",32,8,2,300,3.3,0,0,0,0,0,0,2,0,0.0,0.0,0.1,0.1,0,9,2,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.04,0.01,0.04
Théo Chennahi,FRA,DF,19,4,2,181,2.0,0,0,0,0,0,0,2,0,0.2,0.2,0.0,0.2,1,0,3,0.0,0.0,0.0,0.0,0.0,0.08,0.01,0.09,0.08,0.09
Yanis Issoufou,FRA,"MT,AT",17,4,1,77,0.9,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,3,2,2,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.07,0.07
Gabriel Bares,SUI,"MT,DF",23,6,0,56,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Axel Gueguin,FRA,AT,19,1,0,23,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Simon Cara,FRA,"MT,AT",19,2,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matz Sels,BEL,GB,32,38,38,3420,38.0,0,0,0,0,0,0,4,0,0.0,0.0,0.4,0.4,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01
Nikola Milenković,SRB,DF,26,37,37,3330,37.0,5,2,7,5,0,0,4,0,4.0,4.0,1.1,5.1,3,51,6,0.14,0.05,0.19,0.14,0.19,0.11,0.03,0.14,0.11,0.14
Murillo,BRA,DF,22,36,36,3188,35.4,2,0,2,2,0,0,6,0,1.4,1.4,1.2,2.6,22,115,5,0.06,0.0,0.06,0.06,0.06,0.04,0.03,0.07,0.04,0.07
Ola Aina,NGA,DF,27,35,35,2995,33.3,2,1,3,2,0,0,5,0,0.6,0.6,1.4,2.1,67,107,67,0.06,0.03,0.09,0.06,0.09,0.02,0.04,0.06,0.02,0.06
Chris Wood,NZL,AT,32,36,35,2959,32.9,20,3,23,17,3,3,1,0,13.4,11.0,2.6,13.6,14,42,94,0.61,0.09,0.7,0.52,0.61,0.41,0.08,0.49,0.34,0.42
Morgan Gibbs-White,ENG,MT,24,34,34,2803,31.1,7,8,15,7,0,0,11,1,6.3,6.3,5.0,11.2,69,164,137,0.22,0.26,0.48,0.22,0.48,0.2,0.16,0.36,0.2,0.36
Elliot Anderson,ENG,MT,21,37,33,2728,30.3,2,6,8,2,0,0,10,0,2.1,2.1,3.3,5.4,52,143,94,0.07,0.2,0.26,0.07,0.26,0.07,0.11,0.18,0.07,0.18
Neco Williams,WAL,DF,23,35,28,2594,28.8,1,3,4,1,0,0,7,0,2.3,2.3,1.6,3.9,68,89,103,0.03,0.1,0.14,0.03,0.14,0.08,0.05,0.13,0.08,0.13
Nicolás Domínguez,ARG,"MT,AT",26,34,23,1963,21.8,0,1,1,0,0,0,9,0,1.5,1.5,1.3,2.8,16,83,33,0.0,0.05,0.05,0.0,0.05,0.07,0.06,0.13,0.07,0.13
Ryan Yates,ENG,MT,26,35,18,1915,21.3,2,1,3,2,0,0,10,0,2.3,2.3,1.2,3.5,18,53,16,0.09,0.05,0.14,0.09,0.14,0.11,0.05,0.16,0.11,0.16
Ibrahim Sangaré,CIV,MT,26,13,7,590,6.6,0,1,1,0,0,0,3,0,0.0,0.0,0.4,0.4,1,27,4,0.0,0.15,0.15,0.0,0.15,0.0,0.06,0.06,0.0,0.06
Morato,BRA,DF,23,26,6,907,10.1,0,0,0,0,0,0,5,0,0.2,0.2,0.0,0.2,1,19,1,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02
James Ward-Prowse,ENG,MT,29,9,5,400,4.4,0,1,1,0,0,0,2,1,0.1,0.1,1.1,1.2,1,16,3,0.0,0.23,0.23,0.0,0.23,0.01,0.25,0.26,0.01,0.26
Danilo,BRA,"MT,AT",23,8,5,275,3.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,11,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Taiwo Awoniyi,NGA,AT,26,26,3,416,4.6,1,0,1,1,0,0,0,0,2.1,2.1,0.1,2.2,6,7,20,0.22,0.0,0.22,0.22,0.22,0.46,0.02,0.48,0.46,0.48
Willy Boly,CIV,DF,33,6,1,150,1.7,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,0,2,0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04
Harry Toffolo,ENG,DF,28,4,1,137,1.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,2,4,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01
Andrej Kramarić,CRO,"MT,AT",33,32,32,2767,30.7,11,8,19,8,3,3,4,0,11.8,9.5,4.3,13.7,75,143,202,0.36,0.26,0.62,0.26,0.52,0.38,0.14,0.52,0.31,0.45
Tom Bischof,GER,"MT,AT",19,31,30,2559,28.4,5,2,7,5,0,0,5,0,2.2,2.2,3.6,5.9,47,138,102,0.18,0.07,0.25,0.18,0.25,0.08,0.13,0.21,0.08,0.21
